region,treat.id,control.id,sample.id,date,time,farm.name,lat,lon,treat.type,sample.type,control.type,mesh,tow.duration,tow.depth,flow.vol,sample.vol,subsample.vol,egg,naup,l.cope,c.cope,cope,l.chal,c.chal,chal,l.mot,c.mot,mot,lice,lice.extrap,inf.lice,inf.lice.extrap,comments
Broughton Archipelago,Humphrey_Rock_effluent_2022-01,NA,BA82,2022-01-28,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,2,NA,1000,15,0,0,NA,NA,1,NA,NA,12,NA,NA,0,13,867,0,0,skin
Broughton Archipelago,NA,Humphrey_Rock_spatial_2022-01,BA83,2022-01-28,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,control,spatial,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA84,2022-02-08,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,5,NA,1000,15,0,3,NA,NA,1,NA,NA,7,NA,NA,0,11,733,3,200,skin; scales
Broughton Archipelago,NA,Swanson_spatial_2022-02,BA85,2022-02-08,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,5,1,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,more lively than farm sample
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA86,2022-02-08,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,1,NA,1000,15,0,4,NA,NA,3,NA,NA,11,NA,NA,0,18,1200,4,267,11:40:00 AM scales 
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA87,2022-02-08,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,1,NA,1000,15,0,0,NA,NA,5,NA,NA,3,NA,NA,0,8,533,0,0,skin; scales VERY lively cope video
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA88,2022-02-11,1115,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,1,NA,1000,15,1,3,NA,NA,1,NA,NA,12,NA,NA,0,17,1133,3,200,NA
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA89,2022-02-11,1237,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,1,NA,1000,15,0,1,NA,NA,3,NA,NA,14,NA,NA,0,18,1200,1,67,NA
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA90,2022-02-11,1310,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,1,NA,1000,15,0,1,NA,NA,2,NA,NA,10,NA,NA,0,13,867,1,67,video very lively chal
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA91,2022-02-11,1328,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,5,NA,1000,15,0,0,NA,NA,1,NA,NA,0,NA,NA,0,1,67,0,0,skin
Broughton Archipelago,Swanson_effluent_2022-02,NA,BA92,2022-02-11,1030,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,5,1,NA,1000,15,0,1,NA,NA,4,NA,NA,0,NA,NA,0,5,333,1,67,NA
Broughton Archipelago,NA,Swanson_spatial_2022-02,BA93,2022-02-11,1050,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,5,1,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2022-02,NA,BA94,2022-02-23,1344,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2022-02,NA,BA95,2022-02-23,1350,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,0,NA,NA,1,NA,NA,5,NA,NA,1,7,467,1,67,scales
Broughton Archipelago,Midsummer_effluent_2022-02,NA,BA96,2022-02-23,1413,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,0,NA,NA,2,NA,NA,9,NA,NA,0,11,733,0,0,scales; very lively cope videod
Broughton Archipelago,Midsummer_effluent_2022-02,NA,BA97,2022-02-23,1428,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,1,4,NA,NA,6,NA,NA,14,NA,NA,0,25,1667,4,267,naups very licenly and light-adverse
Broughton Archipelago,NA,Midsummer_spatial_2022-02,BA98,2022-02-23,1445,Midsummer,50.65927818,-126.6624158,freshwater,control,spatial,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,East side of farm
