Incident Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Aquaculture Management Unit,Mitigation
2021-05-17,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Harvest
2021-05-20,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Non-Medicinal Bath Treatment
2021-05-20,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-05-23,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2021-05-27,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2021-05-28,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Non-Medicinal Bath Treatment
2021-06-02,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2021-06-02,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,Mechanical Removal
2021-06-06,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2021-06-07,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2021-06-09,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Medicinal Bath Treatment
2021-06-11,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-06-11,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Mechanical Removal
2021-06-15,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Medicinal Bath Treatment
2021-06-17,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Medicinal Bath Treatment
2021-06-20,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2021-06-20,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,Mechanical Removal
2021-06-25,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2021-06-25,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,Medicinal Bath Treatment
2021-06-28,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Medicinal Bath Treatment
2021-07-02,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,Mechanical Removal
2021-07-03,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2021-07-04,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,In-Feed Treatment
2021-07-04,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,In-Feed Treatment
2021-07-04,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,In-Feed Treatment
2021-07-04,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,In-Feed Treatment
2021-07-06,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Non-Medicinal Bath Treatment
2021-07-07,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,In-Feed Treatment
2021-07-07,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,In-Feed Treatment
2021-07-09,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2021-07-09,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2021-07-13,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,In-Feed Treatment
2021-07-15,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2021-07-16,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Medicinal Bath Treatment
2021-07-16,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Medicinal Bath Treatment
2021-07-16,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2021-07-20,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Harvest
2021-07-23,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2021-07-23,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,Medicinal Bath Treatment
2021-07-24,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2021-07-27,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Mechanical Removal
2021-07-31,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2021-08-03,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Non-Medicinal Bath Treatment
2021-08-05,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-08-11,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Mechanical Removal
2021-08-14,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2021-08-19,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Medicinal Bath Treatment
2021-08-19,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2021-08-24,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2021-08-31,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-09-04,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2021-09-05,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Mechanical Removal
2021-09-08,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Non-Medicinal Bath Treatment
2021-09-09,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,In-Feed Treatment
2021-09-09,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,In-Feed Treatment
2021-09-10,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,In-Feed Treatment
2021-09-10,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,In-Feed Treatment
2021-09-13,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,In-Feed Treatment
2021-09-17,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2021-09-20,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Mechanical Removal
2021-09-21,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Non-Medicinal Bath Treatment
2021-09-22,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2021-09-23,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2021-09-25,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Medicinal Bath Treatment
2021-09-27,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-09-30,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Non-Medicinal Bath Treatment
2021-10-01,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2021-10-04,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2021-10-05,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,In-Feed Treatment
2021-10-05,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,In-Feed Treatment
2021-10-05,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,In-Feed Treatment
2021-10-09,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Non-Medicinal Bath Treatment
2021-10-10,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2021-10-10,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2021-10-12,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Medicinal Bath Treatment
2021-10-13,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,In-Feed Treatment
2021-10-13,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,In-Feed Treatment
2021-10-13,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,In-Feed Treatment
2021-10-14,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,In-Feed Treatment
2021-10-16,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2021-10-16,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2021-10-19,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Non-Medicinal Bath Treatment
2021-10-19,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,In-Feed Treatment
2021-10-24,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Mechanical Removal
2021-10-26,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Non-Medicinal Bath Treatment
2021-10-29,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-10-30,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Non-Medicinal Bath Treatment
2021-11-06,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2021-11-11,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2021-11-13,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Mechanical Removal
2021-11-19,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Medicinal Bath Treatment
2021-11-19,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2021-11-25,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-11-30,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
2021-12-03,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2021-12-10,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2021-12-14,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Mechanical Removal
2021-12-15,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Non-Medicinal Bath Treatment
2021-12-19,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2021-12-25,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Medicinal Bath Treatment
2021-12-25,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-12-31,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Non-Medicinal Bath Treatment
2021-12-31,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Medicinal Bath Treatment
2022-01-06,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2022-01-07,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,In-Feed Treatment
2022-01-10,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,In-Feed Treatment
2022-01-11,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Harvest
2022-01-13,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2022-01-14,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Non-Medicinal Bath Treatment
2022-01-14,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-01-17,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,In-Feed Treatment
2022-01-18,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2022-01-19,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2022-01-20,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Mechanical Removal
2022-01-24,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Mechanical Removal
2022-01-25,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Non-Medicinal Bath Treatment
2022-01-25,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2022-01-26,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2022-01-27,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Medicinal Bath Treatment
2022-01-27,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Medicinal Bath Treatment
2022-02-01,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Mechanical Removal
2022-02-01,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2022-02-02,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,In-Feed Treatment
2022-02-03,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,In-Feed Treatment
2022-02-05,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-02-07,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Non-Medicinal Bath Treatment
2022-02-07,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-02-08,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Mechanical Removal
2022-02-10,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Medicinal Bath Treatment
2022-02-11,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Mechanical Removal
2022-02-12,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
2022-02-12,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Mechanical Removal
2022-02-12,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2022-02-13,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2022-02-13,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,In-Feed Treatment
2022-02-14,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,In-Feed Treatment
2022-02-20,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2022-02-20,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Non-Medicinal Bath Treatment
2022-02-20,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2022-02-20,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Mechanical Removal
2022-02-22,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,In-Feed Treatment
2022-02-24,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Medicinal Bath Treatment
2022-02-26,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Non-Medicinal Bath Treatment
2022-02-26,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-02-26,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Medicinal Bath Treatment
2022-02-26,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Mechanical Removal
2022-02-27,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2022-03-03,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Harvest
2022-03-06,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-03-07,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2022-03-07,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Non-Medicinal Bath Treatment
2022-03-08,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,In-Feed Treatment
2022-03-08,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Harvest
2022-03-08,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,In-Feed Treatment
2022-03-08,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,In-Feed Treatment
2022-03-10,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Mechanical Removal
2022-03-11,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2022-03-15,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Mechanical Removal
2022-03-16,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Mechanical Removal
2022-03-16,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2022-03-16,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Harvest
2022-03-19,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Non-Medicinal Bath Treatment
2022-03-23,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2022-03-25,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2022-03-26,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Mechanical Removal
2022-03-27,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Non-Medicinal Bath Treatment
2022-03-28,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-04-01,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-04-03,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Medicinal Bath Treatment
2022-04-06,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2022-04-06,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Harvest
2022-04-07,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2022-04-08,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Mechanical Removal
2022-04-08,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Non-Medicinal Bath Treatment
2022-04-13,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Medicinal Bath Treatment
2022-04-15,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Mechanical Removal
2022-04-16,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Mechanical Removal
2022-04-17,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-04-18,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Mechanical Removal
2022-04-19,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Non-Medicinal Bath Treatment
2022-04-20,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Mechanical Removal
2022-04-21,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,In-Feed Treatment
2022-04-26,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-04-29,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Mechanical Removal
2022-05-01,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2022-05-02,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Non-Medicinal Bath Treatment
2022-05-03,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Mechanical Removal
2022-05-05,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2022-05-07,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Harvest
2022-05-09,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-05-10,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Non-Medicinal Bath Treatment
2022-05-13,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Non-Medicinal Bath Treatment
2022-05-14,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2022-05-17,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Non-Medicinal Bath Treatment
2022-05-17,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-05-17,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Medicinal Bath Treatment
2022-05-18,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Mechanical Removal
2022-05-21,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Non-Medicinal Bath Treatment
2022-05-26,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Mechanical Removal
2022-05-26,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2022-05-30,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-05-30,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Mechanical Removal
2022-06-03,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Mechanical Removal
2022-06-04,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-06-06,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Mechanical Removal
2022-06-13,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Mechanical Removal
2022-06-17,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Mechanical Removal
2022-06-20,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Mechanical Removal
2022-06-20,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Mechanical Removal
2022-06-21,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2022-06-24,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Non-Medicinal Bath Treatment
2022-06-26,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Mechanical Removal
2022-07-05,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2022-07-05,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-07-06,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Mechanical Removal
2022-07-07,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,In-Feed Treatment
2022-07-07,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,In-Feed Treatment
2022-07-11,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Mechanical Removal
2022-07-11,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Mechanical Removal
2022-07-15,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Mechanical Removal
2022-07-20,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2022-07-20,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Harvest
2022-07-23,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Mechanical Removal
2022-07-27,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Mechanical Removal
2022-07-29,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Medicinal Bath Treatment
2022-08-05,1078,Grieg Seafood BC,Lutes Creek,49.88622,-126.76976,Esperanza Inlet,In-Feed Treatment
2022-08-06,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,In-Feed Treatment
2022-08-06,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,In-Feed Treatment
2022-08-10,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,In-Feed Treatment
2022-08-11,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Mechanical Removal
2022-08-16,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Non-Medicinal Bath Treatment
2022-08-24,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Mechanical Removal
2022-08-25,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,In-Feed Treatment
2022-08-27,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,In-Feed Treatment
2022-09-02,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Non-Medicinal Bath Treatment
2022-09-02,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,In-Feed Treatment
2022-09-18,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Non-Medicinal Bath Treatment
2022-09-23,1078,Grieg Seafood BC,Lutes Creek,49.88622,-126.76976,Esperanza Inlet,Mechanical Removal
2022-09-25,892,MOWI Canada West,Bell Island,50.83242,-127.52057,Port Hardy,In-Feed Treatment
2022-09-30,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,In-Feed Treatment
2022-10-01,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Mechanical Removal
2022-10-04,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,In-Feed Treatment
2022-10-05,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Mechanical Removal
2022-10-21,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Non-Medicinal Bath Treatment
2022-10-24,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2022-10-24,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2022-10-31,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Non-Medicinal Bath Treatment
